id,name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
53610,Pancake Cannelloni,27678,Sackville,PT30M,PT20M,PT50M,2003-02-05T20:15:00Z,"Delia Smith said on one of her shows that it is traditional in some parts of Italy to make stuffed cannelloni with pancakes instead of pasta. All you need are some crepes (which can be made ahead of time and frozen until needed) and some of your favourite bolognaise sauce. I would use a thick and chunky one, with lots of meat and vegetables.",character(0),European,"c(""< 60 Mins"", ""Oven"", ""Easy"")","c(""12 -14"", ""8"", ""3"", ""1 1/2"", ""15"", NA, NA, ""1 1/2"", ""1"")","c(""mozzarella cheese"", ""plain flour"", ""milk"", ""nutmeg"", ""parmesan cheese"", ""olive oil"")",,,338.1,20.6,10.3,56.2,469.6,19.7,0.4,0.5,18.3,,,"c(""Preheat the oven to 200C or 400 degrees F."", ""Make the béchamel sauce by the all-in-one method."", ""That means to add everything (except the mozzarella) to a saucepan and whisk over a medium heat till smooth and thickened."", ""Continue to cook gently for 5 minutes, whisking now and then to prevent it sticking."", ""Now lay the pancakes out and place an equal quantity (about 1 heaped tbsp) of cold bolognese sauce on each one and roll it up, folding in the edges."", ""Next lay the pancakes in an ovenproof dish side by side with the ends tucked up underneath."", 
""Sprinkle over the grated mozzarella."", ""Pour the bechamel sauce over the top to give an even covering."", ""Finally sprinkle over the grated parmesan and oil and place the dish on a high shelf in the oven for 30 minutes or until the surface is golden and the sauce bubbling."")"
462262,Brazil and Walnut Cake,373020,cookingpompom,PT45M,PT10M,PT55M,2011-08-13T02:53:00Z,"From Grandma's handwritten recipe box.  No name or date.  I love nuts and would love to try this one soon.  I noticed there is no mention of butter, I am assuming that the naural oils of the nuts and the eggs are enough.",character(0),Dessert,"c(""Nuts"", ""< 60 Mins"", ""From Scratch"")","c(""1 1/2"", ""1 1/2"", ""150"", ""1/2"", ""1"", ""3/4"", ""1/2"", ""3/4"", ""2"", ""1"")","c(""brazil nuts"", ""walnuts"", ""dates"", ""raisins"", ""self raising flour"", ""salt"", ""caster sugar"", ""eggs"", ""vanilla"")",,,417.3,25.8,4.4,37.2,132.9,44.1,4.4,29.8,8.3,,,"c(""Blend the nus to they become a meal or almost flour."", ""Place all the ingredients in a large bowl and beat with a wooden spoon."", ""Pour mixture into a 20cm round tin, greased and lined."", ""Bake at 180oC for 45 minutes."")"
11763,Easy Lemon Pound Cake,17721,jean1,PT1H,PT10M,PT1H10M,2001-09-18T13:58:00Z,"I have used this cake for so many different things. Its great if you need something at the last minute. Its always comes out good. It's good just as a pound cake, without the drizzled lemon. We like it for strawberry shortcake.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/TWOPaDzrQqAzFF8VPoTQ_untitled-2911.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/11763/64iOAF6vT6Qk69rUnIAg_100_4386.JPG"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/11763/xPwWrKSRiqMZOe9ZVkvA_lemon.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/01497383674.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/iJZm2CVBRXe8bngvO62V_untitled-2907.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/RyQIhM8QQu9xsSMPl8x1_lemon 2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/wxSvQ7lGQKWT5Gousbh8_untitled-2909.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/i0usx2zJRBCUE156EGG1_IMG_5995.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/9Zn9wygkTNe8xsMrwGnv_image.jpeg"", 
""https://img.sndimg.com/food/image/upload/v1/img/feed/11763/t3jTxbR3SeKpESnF7zv9_20171127_224209.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/01484005726.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/01471464321.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/BmjaPjkkS4W7BmFr8igV_20160810_220049.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/dOOmAa93TtKAIeux03Oo_image.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/NQyGx2uDRDqw5lWPKSjR_Easy%20Lemon%20Pound%20Cake-1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/tQRuVlmyRUqo2rFE7dU6_20140615_191227.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/pict96PhD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/picCxdcFR.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/picgYC1kV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/pic2P8zhO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/picnhBUKG.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/pic3z3ZeA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/picoksIq5.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/pic7bDf7H.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/picEVJdXR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/pic71QS6I.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/3/picpRVwWr.jpg"")",Dessert,"c(""Kid Friendly"", ""Sweet"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1/2"", ""1"", ""2"", ""1"", ""1/4"", ""1 1/2"", ""1"", ""1/2"", ""1/3"", ""1/4"")","c(""butter"", ""sugar"", ""eggs"", ""lemon juice"", ""salt"", ""flour"", ""baking powder"", ""milk"", ""lemon juice"", ""sugar"")",5.0,165.0,338.6,13.5,8.1,79.1,245.5,50.9,0.7,31.6,4.7,8.0,,"c(""Mix together 1 cup sugar and butter."", ""Add eggs and 1 tablespoon of lemon juice; mix well."", ""Add salt, flour, and baking powder to mixture."", ""Add milk."", ""Bake at 325°F in a well greased loaf pan for 1 hour,or until golden brown."", ""Mix 1/3 cup lemon juice and 1/4 cup sugar."", ""Use a toothpick to make holes in top of cake and drizzle lemon juice and sugar mixture over the top of the cake when removed from the oven."", ""Serve warm or cool."")"
536747,Lemon Pom-Pom Cake,2002247884,Katherine Sabbath,PT1H30M,PT2H,PT3H30M,2018-08-15T19:02:00Z,"By far one of my most joyous cake creations, this fluffy, giant puff filled with flavours of scrumptious vanilla cake, lemon, raspberry, and luscious cream cheese, is sure to delight everyone in the room! It&rsquo;s soft and snuggly appearance courtesy of homemade marshmallows is the stuff of pastel dreams.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/2002247884/lM9EQZS6QvC1gxPmo0Nk_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2014%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/hsysC4X0SIyF1WkRJc9x_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2004%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/NCEY96BNSn6Q07fj9zXd_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2002%20of%2015.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/DP7ewrIOTfqpDdo8pNLV_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2013%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/xP3MO0YOR1SN1cjvw3qw_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2005%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/DuluVmSyRCOzopru8Law_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2007%20of%2015.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/5Z99QM2QTLu2sy7BsxIO_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2008%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/kcBAtWAZSWKvpnK4x2Vw_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2011%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/IrNozs6Q52woUMoW1iWA_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2012%20of%2015.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/Ertz9jlXQQGhWwNoCXGw_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2003%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/oXqy1rbMR7WfoHgBDITr_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2009%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/YoX7hAYMRi60FDha3dAM_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2001%20of%2015.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/GRUPJv0HQsubFX7kxp6Z_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2010%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/zj1JyeP0T0BzaKcdXP7n_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2006%20of%2015.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/WwGjfGMuSQeoVCutlvn4_Lemon%20Pom%20Pom%20Cake.%20Katherine%20Sabbath.%2015%20of%2015.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/8k1jPlNLQJGZADE4Urwp_10155974028045913.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/67/47/8k1jPlNLQJGZADE4Urwp_10155974028045913.jpg"")",Dessert,"c(""For Large Groups"", ""< 4 Hours"")","c(""500"", ""2"", ""1/4"", ""130"", ""100"", ""260"", ""2"", ""4"", ""230"", ""750"", ""60"", ""9"", NA, NA, ""400"", ""900"", ""80"", ""200"", ""2"", ""100"", ""100"", NA)","c(""cake flour"", ""baking powder"", ""flaked sea salt"", ""unsalted butter"", ""caster sugar"", ""vanilla bean paste"", ""caster sugar"", ""gelatin powder"", ""cream cheese"", ""unsalted butter"", ""lemon juice"", ""marshmallows"")",,4.0,491.9,24.1,13.7,73.7,194.4,62.5,1.8,41.7,8.0,,1 cake,"c(""For the Vanilla Cake:"", ""Preheat convection oven to 320ºF (160°C). Grease a 9-inch ovenproof bowl."", ""Sift together flour, baking powder, and salt in a medium bowl. Set aside."", ""Using a kitchen mixer, cream together the butter, oil, sugar, and vanilla until light and fluffy. Add the eggs one at a time, mixing until combined."", ""Fold in the flour mixture and the milk in one-third increments, alternating between them. Fold until just combined."", ""Pour mixture into prepared bowl and bake for 45-50 minutes or until a skewer inserted into the center comes out clean. Stand cake in bowl for 1 hour, before turning onto wire rack (top-side down) to cool completely. Cover with plastic wrap or a clean, damp tea towel and set aside until assembly."", 
""For the Marshmallow Puffs:"", ""You will need: 3 large piping bags; 3 semi-sphere silicone molds (Varying sizes, greased with cooking oil spray. I used 2cm, 5cm and 9cm)."", ""To make your first batch of marshmallow puffs, place 250g sugar and 130g of water in a large, heavy based pan. Put the candy thermometer in, and turn on the heat. Without stirring, allow the sugar syrup to heat and boil until it reaches 250ºF (120ºC) on the thermometer."", ""Meanwhile, place 70ml of hot?water in a cup or small bowl and add 20g gelatin powder. Add flavoring, as desired. Once the the sugar syrup reaches around 230ºF (110ºC), whip 3 egg whites to firm peaks in the bowl of a kitchen mixer."", 
""Remove sugar syrup from heat at 250ºF (120ºC), then gently stir in the gelatin mixture until well combined. With the kitchen mixer on highest speed, continue to whip the egg whites while carefully pouring in the hot sugar syrup. Continue to whip until mixture thickens and increases in volume, whilst also remaining pourable. Mix in food color (I used pink) until a desired shade is achieved."", ""Working quickly, transfer into 1 large piping bag and use scissors to snip 2cm off the end. Quickly pipe the marshmallow into all silicone cells, until level. Place into refrigerator for at least 1 hour or until completely set."", 
""To remove marshmallows from mould, lightly oil your hands with a small amount of cooking oil spray and gently pop out one by one, rolling each one generously in the coconut."", ""To make your second color of marshmallow puffs, respray silicone molds with cooking oil spray. Repeat Steps 1-5 and color marshmallow mixture with a separate color (I used apricot)."", ""To make your final batch of marshmallow puffs, respray silicone moulds with cooking oil spray. Repeat Steps 1-5 and color marshmallow mixture with final color (I used violet)."", 
""Tip: Store leftover marshmallows in an air-tight container in the fridge for up to 7 days. You can freeze marshmallows in an air-tight container for up to 1 month."", ""Tip: You can also flavor your marshmallow with fruit puree or natural flavoring extracts."", ""For the Cream Cheese Frosting:"", ""You will need: 1 piping bag."", ""For the frosting, use an electric mixer to beat the cream cheese and butter until fluffy. Gradually add the icing sugar while beating. Add the lemon juice and beat until fluffy."", 
""Use a long, thin knife to divide your cake horizontally into 3 layers."", ""Place a dollop of cream cheese frosting onto a cake board or large serving plate and place the bottom layer of cake on top (this should prevent your cake from sliding around!). Use an offset spatula to apply a layer of cream cheese on top."", ""Fill piping bag with cream cheese and pipe a 1cm thick barrier around the inner edge of cake layer (this will create a well to be filled with raspberry jam)."", ""Fill with raspberry jam and gently place second layer on top. Repeat this process with the second layer, this time using cream cheese and lemon curd."", 
""Gently place final layer on top and use an offset spatula to crumb coat cake with cream cheese frosting. Plate in refrigerator for 20 minutes to firm."", ""Frost cake with remaining cream cheese frosting and completely cover (I start around the bottom edge) with assorted marshmallow puffs. Once decorated, you can use remaining desiccated coconut to fill in any small gaps between marshmallow puffs."", ""This cake is best enjoyed on the day of decorating and served at room temperature. Can be refrigerated (wrapped in plastic wrap) for up to 4 days.""
)"
481121,Tartufo Ice Cream Cake,1199284,FreetoFeast,PT3H,PT15M,PT3H15M,2012-06-17T17:43:00Z,I made this for Father's Day and what a big hit it was. A delicious gluten-free treat for a hot summer day. I use Kinnikinick &quot;oreo&quot; cookies and gluten free maraschino cherries. Works great with oreos and maraschino cherries for those who can eat wheat. I made my own chocolate frosting but gluten free chocolate frosting is easy to find in the supermarket.,character(0),Frozen Desserts,"c(""Dessert"", ""Low Protein"", ""Free Of..."", ""For Large Groups"", ""< 4 Hours"", ""Easy"")","c(""1"", ""2"", ""2"", ""1"")","c(""vanilla ice cream"", ""maraschino cherries"")",,,528.7,19.9,7.4,14.5,365.5,86.6,3.7,65.8,4.8,16.0,,"c(""1. Crush 1 package of cookies and layer on the bottom of a pan 6 inches across and 4 inches high."", ""2. Layer 1/4 of the ice cream on top of the cookies."", ""3. Drain the cherries and layer on top of ice cream."", ""4. Repeat steps 1 - 3."", ""5. Put in the freezer to set for 3 hours."", ""6. Unmold and frost with chocolate frosting."", ""7. Eat."")"
165855,Marble Chiffon Cake,313133,hennyww,PT1H,PT20M,PT1H20M,2006-04-26T15:35:00Z,Make and share this Marble Chiffon Cake recipe from Food.com.,character(0),Dessert,"""< 4 Hours""","c(""2 1/4"", ""1 3/4"", ""1"", ""1"", ""5"", ""1"", ""1/2"", ""1"", ""8"", ""1/2"", ""1/4"")","c(""flour"", ""sugar"", ""baking powder"", ""salt"", ""water"", ""canola oil"", ""cream of tartar"")",,,320.3,11.4,1.4,87.4,325.4,48.8,1.0,29.4,6.3,12.0,,"c(""Preheat oven to 375°."", ""Sift together into large bowl, flour, 1 1/4 cups sugar, baking powder and salt."", ""In another bowl beat yolks, 3/4 cups water, oil and vanilla on high speed until smooth."", ""Stir into the flour mixture until smooth."", ""In another clean, dry bowl beat egg whites and cream of tartar on medium speed until soft peaks form."", ""Gradually add 1/4 cups sugar.  Beat until peaks are stiff but not dry."", ""Using a rubber spatula, fold 1/4 of the egg whites into the yolk mixture, then add remaining whites.  Do not Stir!"", 
""Pour into 9 x 13 pan."", ""In a measuring cup with a pourable lip, mix cocoa with remaining water and sugar."", ""Slowly pour over cake in a grid like pattern.  Using a fork, cut through the batter to marbelize, following the pattern of the cocoa."", ""Immediately place in oven for 1 hour."")"
10312,Oatmeal Cake and Topping,12491,Christine,PT50M,PT30M,PT1H20M,2001-07-19T09:29:00Z,Make and share this Oatmeal Cake and Topping recipe from Food.com.,character(0),Dessert,"c(""Kid Friendly"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1 1/2"", ""1"", ""1 1/2"", ""1"", ""1"", ""2"", ""1 1/2"", ""1/2"", ""1/2"", ""1"", ""1"", ""1 1/2"", ""1/2"", ""6"", ""1"", ""1/2"", ""1"")","c(""boiling water"", ""oatmeal"", ""butter"", ""sugar"", ""brown sugar"", ""eggs"", ""flour"", ""cinnamon"", ""salt"", ""baking soda"", ""vanilla"", ""brown sugar"", ""butter"", ""coconut"", ""pecans"", ""vanilla"")",,,696.2,41.1,24.8,122.6,442.9,80.6,2.7,61.8,5.2,12.0,,"c(""In large bowl, pour water over oatmeal."", ""Let stand 20 minutes."", ""In another bowl, mix butter, sugars, eggs, Add flour, cinnamon, salt, soda and vanilla."", ""Mix well."", ""Mix and add oatmeal."", ""Do not add more water."", ""Bake in greased and floured 13 x 9 inch pan at 325* for 25-30 minutes ."", ""When done, let cool in oven."", ""Mix all topping ingredients."", ""Pour over top of cake, let bubble in warm oven."", ""Watch close so it doesn't burn."")"
10214,Apricot Nectar Cake,12491,Christine,PT1H,PT10M,PT1H10M,2001-07-14T15:31:00Z,Make and share this Apricot Nectar Cake recipe from Food.com.,character(0),Dessert,"c(""Lunch/Snacks"", ""Potluck"", ""Weeknight"", ""Oven"", ""< 4 Hours"", ""Easy"")","c(""1"", ""1/2"", ""1"", ""2/3"", ""4"")","c(""sugar"", ""eggs"")",5.0,4.0,547.0,28.4,4.3,107.1,466.3,68.4,0.9,45.4,6.1,,,"c(""Glaze: 1 cup powdered sugar Juice of one lemon Combine cake mix, sugar, nectar and oil in large mixing bowl."", ""Beat for 2 minutes."", ""Add 1 egg at a time, beating after each."", ""Pour batter into greased and floured bundt pan."", ""Bake at 325* for 1 hour or until done."", ""Cool right side up 5 minutes then remove from pan."", ""Mix 1 cup powdered sugar and the juice of one lemon."", ""Pour over cake while still warm to make a glaze over top and drizzle down sides."")"
117633,Fish Cakes (heart Healthy),207073,tomestesjr,PT10M,PT20M,PT30M,2005-04-17T12:11:00Z,Make and share this Fish Cakes (heart Healthy) recipe from Food.com.,character(0),< 30 Mins,,"c(""1/3"", ""1/3"", ""1/3"", ""2"", ""4"", ""1/3"", ""1/2"", ""1"", ""1/4"", ""1/2"", ""1/2"", ""2"", ""10"", ""2"", ""2/3"", ""1"", ""1"", ""1"", ""1/3"", ""1/8"", ""2"", NA)","c(""bell pepper"", ""celery"", ""onion"", ""parsley"", ""cumin"", ""paprika"", ""cayenne pepper"", ""white pepper"", ""oregano"", ""basil"", ""cornmeal"", ""Egg Beaters egg substitute"", ""garlic clove"", ""kosher salt"", ""extra virgin olive oil"", ""Worcestershire sauce"", ""Tabasco sauce"")",4.5,2.0,66.5,3.2,0.5,0.0,415.6,8.6,1.5,1.0,1.5,6.0,6 cakes,"c(""Sauté veggies in olive oil until onions are opaque."", ""Add dry seasonings to sauté mix while it is still cooking. Scrape down. Continue about 3 minutes. Remove from heat and let veggies cool."", ""Combine cornmeal and crackers."", ""Add mustard and stir until mixed well."", ""Add veggies."", ""Crumble fish into the mixture (I leave the fish in large flakes and do not crush)."", ""Stir until all of the fish is coated."", ""Add eggbeaters and stir until mixture comes together."", ""Drop 2 heaping tablespoons onto a medium hot griddle or pan after spraying with Pam."", 
""Turn when set and browned (about 3 minutes)."", ""I spray the Pam onto the cakes before turning."", ""Press down gently."", ""When the second side is browned, remove to serving plate. I serve with my home made cocktail sauce."")"
267789,Swirly Cheesecake,274666,Wendelina,PT50M,PT15M,PT1H5M,2007-11-25T03:02:00Z,Make and share this Swirly Cheesecake recipe from Food.com.,character(0),Cheesecake,"c(""Dessert"", ""For Large Groups"", ""< 4 Hours"")","c(""2"", ""3"", ""4"", ""1"", ""1"", ""1"", ""4"", ""6"")","c(""butter"", ""cream cheese"", ""sugar"", ""vanilla"", ""sour cream"", ""eggs"")",,,498.3,34.8,19.0,127.3,346.4,41.8,1.4,30.1,8.3,16.0,,"c(""Mix cookie crumbs and butter."", ""Press into a foil-lined 13x9 pan."", ""Bake 10 minutes at 325°F."", ""Beat cream cheese, sugar and vanilla with a hand mixed on medium speed until well-blended."", ""Add sour cream and mix well. Add eggs one at a time, beating on low speed after each, just until blended."", ""Set aside 1 cup of the batter."", ""Stir melted chocolate into the larger amount of batter. Spoon over crust."", ""Top with spoonfuls of the plain batter, dotted over the chocolate."", ""Pull a knife through to create swirls."", 
""Bake 40 minutes or until center is almost set. Cool completely. Chill 4 hours or overnight."", ""Lift from pan using foil."")"
4688,Potato Cakes IV,1943,Helge Buddenborg,,PT0S,PT0S,1999-11-18T15:23:00Z,"This was one of my favourite foods when I was young. My Mom did most of the cooking, but when it came to potato pancakes it was my Dad that made them. Great with jam. When I saw your message I called my Dad and asked him how there made, off course he didn't give me any measurements.  Guess what's for supper tonight?",character(0),Breakfast,"c(""Potato"", ""Vegetable"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Easy"")","c(NA, NA, NA, NA)","c(""potato"", ""egg"", ""flour"", ""salt"")",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 batch,"c(""Mix together."", ""Heat frying pan, use vegetable oil."", ""Spoon in above mixture and cook"")"
235538,Mexi-Tea Cakes,28729,Auntie Jan,PT20M,PT30M,PT50M,2007-06-19T20:33:00Z,"A combination of cocoa, chocolate kisses, nutmeg and cinnamon to make tasty little bite sized cakes.",character(0),Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""Sweet"", ""< 60 Mins"", ""For Large Groups"")","c(""1"", ""3/4"", ""1"", ""2"", ""1/4"", ""1/2"", ""1/8"", ""1"", ""36"", ""1"", ""2"", ""1"")","c(""butter"", ""powdered sugar"", ""vanilla"", ""flour"", ""cocoa powder"", ""salt"", ""nutmeg"", ""pecans"", ""powdered sugar"", ""cocoa powder"", ""cinnamon"")",5.0,1.0,140.2,8.8,4.1,14.6,72.5,14.7,1.0,8.2,1.6,36.0,,"c(""Pre-heat oven to 350 degrees."", ""Combine butter and powdered sugar-beat until fluffy, add vanilla mixing well, stir in flour, 1/4 Cup cocoa powder, salt and nutmeg and mix until a dough forms then add pecans."", ""At this point, chill your dough for 2-4 hours."", ""Form dough into 36 balls. Wrap each dough ball around a kiss, completely covering it."", ""Place on a baking sheet and bake at 350 degrees for 11-14 minutes or until just set."", ""While cookies are baking,combine 1 cup powdered sugar, 2 Tbsp cocoa powder and cinnamon in a bowl mixing well."", 
""When cookies are done, drop each one into the powdered mixture, roll to coat each cake."", ""Place on a rack to cool. And then enjoy!"")"
451348,Moist Chocolate Pound Cake,1231306,Shire Born,PT1H19M,PT15M,PT1H34M,2011-03-22T10:45:00Z,"This rich, supremely chocolatey, moist pound cake is so simple and yet so impressive, especially when frosted with my Salted Caramel Frosting, which perfectly complements the dense sweetness of the cake. If you have any leftovers, don't refrigerate, just leave tightly covered at room temperature.",character(0),Dessert,"""< 4 Hours""","c(""1 1/2"", ""3"", ""2"", ""5"", ""2 1/2"", ""1/4"", ""1"", ""2"", ""3/4"", ""1"", ""1/2"")","c(""butter"", ""sugar"", ""vanilla"", ""eggs"", ""instant coffee"", ""hot water"", ""buttermilk"", ""all-purpose flour"", ""salt"", ""baking powder"")",5.0,9.0,630.7,31.3,19.0,167.2,557.8,84.4,2.8,61.5,8.1,10.0,1 cake,"c(""Cream butter, sugar and vanilla in a large bowl for five minutes. Add eggs, one at a time, beating well after each addition."", ""Dissolve coffee granules in hot water, combine with buttermilk, set aside."", ""Combine flour, cocoa, salt and baking powder; add alternately with buttermilk to creamed mixture, beating just until blended. Pour batter into a greased and floured Bundt or tube pan."", ""Bake at 325 degrees for 1 hour and 20 minutes, or until the cake tests done. Remove from oven and cool 20 minutes, then remove from pan."", 
""Cool completely before frosting, or sprinkling with confectioners' sugar."", ""NOTE: to make a buttermilk substitute, add 1 tablespoon vinegar to a measuring cup, add milk until it reached the 1 cup mark. Let stand for 5 minutes, and use as buttermilk!"")"
